Time,CYP3A4_1A_n1_SOC_N,CYP3A4_1A_n2_SOC_N,CYP3A4_1A_n3_SOC_N,CYP3A4_1A_n4_SOC_N,CYP3A4_2_n1_SOC_N,CYP3A4_3_n1_SOC_N,CYP3A4_4_n1_SOC_N,CYP3A4_4_n2_SOC_N,CYP3A4_4_n3_SOC_N,CYP3A4_4_n4_SOC_N,CYP3A4_5_n1_SOC_N,CYP3A4_7_n1_SOC_N,CYP3A4_8_n1_SOC_N,CYP3A4_9_n1_SOC_N,CYP3A4_10_n1_SOC_N,CYP3A4_11_n1_SOC_N,CYP3A4_11_n2_SOC_N,CYP3A4_11_n3_SOC_N,CYP3A4_11_n4_SOC_N,CYP3A4_12_n1_SOC_N,CYP3A4_13_n1_SOC_N,CYP3A4_14_n1_SOC_N,CYP3A4_15_n1_SOC_N,CYP3A4_15_n2_SOC_N,CYP3A4_15_n3_SOC_N,CYP3A4_15_n4_SOC_N,CYP3A4_16_n1_SOC_N,CYP3A4_17_n1_SOC_N,CYP3A4_18_n1_SOC_N,CYP3A4_19_n1_SOC_N,CYP3A4_20_n1_SOC_N,CYP3A4_21_n1_SOC_N,CYP3A4_23_n1_SOC_N,CYP3A4_24_n1_SOC_N,CYP3A4_28_n1_SOC_N,CYP3A4_28_n2_SOC_N,CYP3A4_28_n3_SOC_N,CYP3A4_28_n4_SOC_N,CYP3A4_29_n1_SOC_N,CYP3A4_29_n2_SOC_N,CYP3A4_29_n3_SOC_N,CYP3A4_29_n4_SOC_N,CYP3A4_31_n1_SOC_N,CYP3A4_32_n1_SOC_N,CYP3A4_32_n2_SOC_N,CYP3A4_32_n3_SOC_N,CYP3A4_32_n4_SOC_N,CYP3A4_33_n1_SOC_N,CYP3A4_34_n1_SOC_N,CYP3A4_34_n2_SOC_N,CYP3A4_34_n3_SOC_N,CYP3A4_34_n4_SOC_N
4330,5.0794266121e-06,5.0794266121e-06,5.0794266121e-06,5.0794266121e-06,1.3966248274e-40,8.3741130002e-30,9.576585158e-25,9.576585158e-25,9.576585158e-25,9.576585158e-25,2.0001464462e-49,7.3315678769e-45,1.5201409713e-72,1.6976186711e-34,9.8565416555e-29,7.577533432e-09,7.577533432e-09,7.577533432e-09,7.577533432e-09,1.5172535034e-72,1.6986729161e-60,2.5340282555e-29,0.00025183399244,0.00025183399244,0.00025183399244,0.00025183399244,5.8922945908e-27,4.6908191184e-77,2.1219297507e-36,5.5211585857e-16,7.3573168591e-68,5.0447231733e-73,4.2465161169e-19,3.4471570194e-28,4.7807299725e-06,4.7807299725e-06,4.7807299725e-06,4.7807299725e-06,0.77791336946,0.77791336946,0.77791336946,0.77791336946,1.1552092318e-12,8.1947453855e-09,8.1947453855e-09,8.1947453855e-09,8.1947453855e-09,1.7164293363e-19,2.6604027548e-05,2.6604027548e-05,2.6604027548e-05,2.6604027548e-05
4335,5.0852893079e-06,5.0852893079e-06,5.0852893079e-06,5.0852893079e-06,1.3380310206e-40,8.2342747954e-30,9.495211997e-25,9.495211997e-25,9.495211997e-25,9.495211997e-25,1.8620843476e-49,6.9324720284e-45,1.2819839891e-72,1.6526478474e-34,9.7111757789e-29,7.5859167634e-09,7.5859167634e-09,7.5859167634e-09,7.5859167634e-09,1.2795439863e-72,1.5140255445e-60,2.4939744559e-29,0.00025212517738,0.00025212517738,0.00025212517738,0.00025212517738,5.8230141903e-27,3.8679468168e-77,2.0561413443e-36,5.5185807651e-16,6.3450784208e-68,4.2444093954e-73,4.2362307867e-19,3.3995795295e-28,4.7862475815e-06,4.7862475815e-06,4.7862475815e-06,4.7862475815e-06,0.77881219699,0.77881219699,0.77881219699,0.77881219699,1.1559814995e-12,8.2038250051e-09,8.2038250051e-09,8.2038250051e-09,8.2038250051e-09,1.7117406289e-19,2.663477389e-05,2.663477389e-05,2.663477389e-05,2.663477389e-05
4340,5.0911589156e-06,5.0911589156e-06,5.0911589156e-06,5.0911589156e-06,1.2820051159e-40,8.0972095151e-30,9.4148704824e-25,9.4148704824e-25,9.4148704824e-25,9.4148704824e-25,1.7337213597e-49,6.5557123052e-45,1.0811972265e-72,1.6089801547e-34,9.5684352017e-29,7.5943130817e-09,7.5943130817e-09,7.5943130817e-09,7.5943130817e-09,1.0791352395e-72,1.3495718497e-60,2.454682354e-29,0.00025241669934,0.00025241669934,0.00025241669934,0.00025241669934,5.754801557e-27,3.189530682e-77,1.9925422745e-36,5.5160560632e-16,5.4724998437e-68,3.571247036e-73,4.226044321e-19,3.3528209447e-28,4.7917716992e-06,4.7917716992e-06,4.7917716992e-06,4.7917716992e-06,0.77971206224,0.77971206224,0.77971206224,0.77971206224,1.1567583336e-12,8.2129185835e-09,8.2129185835e-09,8.2129185835e-09,8.2129185835e-09,1.7070965621e-19,2.6665556014e-05,2.6665556014e-05,2.6665556014e-05,2.6665556014e-05
4345,5.0970354415e-06,5.0970354415e-06,5.0970354415e-06,5.0970354415e-06,1.2284300053e-40,7.9628550216e-30,9.3355448512e-25,9.3355448512e-25,9.3355448512e-25,9.3355448512e-25,1.6143644705e-49,6.2000055335e-45,9.1190757366e-73,1.5665749035e-34,9.4282655987e-29,7.6027223731e-09,7.6027223731e-09,7.6027223731e-09,7.6027223731e-09,9.1016494861e-73,1.2030901142e-60,2.4161354799e-29,0.0002527085587,0.0002527085587,0.0002527085587,0.0002527085587,5.6876373731e-27,2.6301926206e-77,1.9310550892e-36,5.5135841076e-16,4.7202580082e-68,3.0050050798e-73,4.2159557662e-19,3.3068649965e-28,4.7973023316e-06,4.7973023316e-06,4.7973023316e-06,4.7973023316e-06,0.78061296641,0.78061296641,0.78061296641,0.78061296641,1.1575397135e-12,8.2220261062e-09,8.2220261062e-09,8.2220261062e-09,8.2220261062e-09,1.7024966901e-19,2.6696373959e-05,2.6696373959e-05,2.6696373959e-05,2.6696373959e-05
4350,5.102918892e-06,5.102918892e-06,5.102918892e-06,5.102918892e-06,1.1771941207e-40,7.8311507133e-30,9.2572196191e-25,9.2572196191e-25,9.2572196191e-25,9.2572196191e-25,1.5033709982e-49,5.8641441e-45,7.6916638073e-73,1.5253927599e-34,9.2906138961e-29,7.6111446241e-09,7.6111446241e-09,7.6111446241e-09,7.6111446241e-09,7.6769357861e-73,1.0726045026e-60,2.3783177587e-29,0.00025300075585,0.00025300075585,0.00025300075585,0.00025300075585,5.6215027164e-27,2.1690162409e-77,1.8716052288e-36,5.5111645293e-16,4.0717107606e-68,2.528676157e-73,4.2059641802e-19,3.2616957784e-28,4.8028394846e-06,4.8028394846e-06,4.8028394846e-06,4.8028394846e-06,0.78151491069,0.78151491069,0.78151491069,0.78151491069,1.1583256187e-12,8.2311475595e-09,8.2311475595e-09,8.2311475595e-09,8.2311475595e-09,1.6979405726e-19,2.6727227763e-05,2.6727227763e-05,2.6727227763e-05,2.6727227763e-05
4355,5.1088092736e-06,5.1088092736e-06,5.1088092736e-06,5.1088092736e-06,1.1281911629e-40,7.7020374832e-30,9.1798795752e-25,9.1798795752e-25,9.1798795752e-25,9.1798795752e-25,1.4001448786e-49,5.5469913965e-45,6.4880371616e-73,1.4853956972e-34,9.1554282406e-29,7.6195798213e-09,7.6195798213e-09,7.6195798213e-09,7.6195798213e-09,6.475588941e-73,9.5635769031e-61,2.3412134992e-29,0.00025329329118,0.00025329329118,0.00025329329118,0.00025329329118,5.5563790518e-27,1.7887618704e-77,1.8141209127e-36,5.5087969635e-16,3.5125239161e-68,2.1279621358e-73,4.1960686326e-19,3.2172977364e-28,4.8083831643e-06,4.8083831643e-06,4.8083831643e-06,4.8083831643e-06,0.7824178963,0.7824178963,0.7824178963,0.7824178963,1.1591160291e-12,8.2402829294e-09,8.2402829294e-09,8.2402829294e-09,8.2402829294e-09,1.6934277747e-19,2.6758117465e-05,2.6758117465e-05,2.6758117465e-05,2.6758117465e-05
4360,5.1147065927e-06,5.1147065927e-06,5.1147065927e-06,5.1147065927e-06,1.081319844e-40,7.5754576796e-30,9.1035097766e-25,9.1035097766e-25,9.1035097766e-25,9.1035097766e-25,1.3041332295e-49,5.2474775455e-45,5.4730563724e-73,1.4465469501e-34,9.022657968e-29,7.6280279518e-09,7.6280279518e-09,7.6280279518e-09,7.6280279518e-09,5.4625345113e-73,8.5278655688e-61,2.3048073847e-29,0.00025358616507,0.00025358616507,0.00025358616507,0.00025358616507,5.4922482217e-27,1.475219782e-77,1.7585330305e-36,5.5064810489e-16,3.0303502984e-68,1.7908419188e-73,4.1862682043e-19,3.1736556608e-28,4.8139333766e-06,4.8139333766e-06,4.8139333766e-06,4.8139333766e-06,0.78332192442,0.78332192442,0.78332192442,0.78332192442,1.1599109245e-12,8.2494322026e-09,8.2494322026e-09,8.2494322026e-09,8.2494322026e-09,1.6889578672e-19,2.6789043104e-05,2.6789043104e-05,2.6789043104e-05,2.6789043104e-05
4365,5.1206108557e-06,5.1206108557e-06,5.1206108557e-06,5.1206108557e-06,1.0364836431e-40,7.4513550664e-30,9.0280955429e-25,9.0280955429e-25,9.0280955429e-25,9.0280955429e-25,1.2148231729e-49,4.9645953899e-45,4.6171083332e-73,1.4088109703e-34,8.8922535743e-29,7.6364890025e-09,7.6364890025e-09,7.6364890025e-09,7.6364890025e-09,4.6082142688e-73,7.6050059867e-61,2.2690844629e-29,0.00025387937792,0.00025387937792,0.00025387937792,0.00025387937792,5.4290924381e-27,1.2166772782e-77,1.7047750377e-36,5.5042164277e-16,2.6145535374e-68,1.5072082888e-73,4.1765619876e-19,3.130754678e-28,4.8194901277e-06,4.8194901277e-06,4.8194901277e-06,4.8194901277e-06,0.78422699626,0.78422699626,0.78422699626,0.78422699626,1.1607102852e-12,8.2585953658e-09,8.2585953658e-09,8.2585953658e-09,8.2585953658e-09,1.6845304261e-19,2.6820004717e-05,2.6820004717e-05,2.6820004717e-05,2.6820004717e-05
4370,5.1265220692e-06,5.1265220692e-06,5.1265220692e-06,5.1265220692e-06,9.9359057391e-41,7.3296747856e-30,8.9536224515e-25,8.9536224515e-25,8.9536224515e-25,8.9536224515e-25,1.1317388943e-49,4.6973967278e-45,3.8952357893e-73,1.3721533842e-34,8.7641666857e-29,7.644962961e-09,7.644962961e-09,7.644962961e-09,7.644962961e-09,3.8877173035e-73,6.7826275498e-61,2.2340301363e-29,0.0002541729301,0.0002541729301,0.0002541729301,0.0002541729301,5.3668942743e-27,1.0034795742e-77,1.6527828557e-36,5.5020027461e-16,2.2559703649e-68,1.2685627562e-73,4.1669490857e-19,3.0885802418e-28,4.8250534236e-06,4.8250534236e-06,4.8250534236e-06,4.8250534236e-06,0.78513311303,0.78513311303,0.78513311303,0.78513311303,1.1615140914e-12,8.2677724059e-09,8.2677724059e-09,8.2677724059e-09,8.2677724059e-09,1.6801450327e-19,2.6851002343e-05,2.6851002343e-05,2.6851002343e-05,2.6851002343e-05
4375,5.1324402397e-06,5.1324402397e-06,5.1324402397e-06,5.1324402397e-06,9.525529647e-41,7.2103633207e-30,8.8800763317e-25,8.8800763317e-25,8.8800763317e-25,8.8800763317e-25,1.0544389213e-49,4.4449887794e-45,3.2864041924e-73,1.3365409511e-34,8.6383500309e-29,7.6534498149e-09,7.6534498149e-09,7.6534498149e-09,7.6534498149e-09,3.280048207e-73,6.0497237627e-61,2.1996301536e-29,0.000254466822,0.000254466822,0.000254466822,0.000254466822,5.3056366561e-27,8.2766795937e-78,1.6024947756e-36,5.4998396535e-16,1.9467060291e-68,1.0677591312e-73,4.1574286128e-19,3.047118126e-28,4.8306232705e-06,4.8306232705e-06,4.8306232705e-06,4.8306232705e-06,0.78604027592,0.78604027592,0.78604027592,0.78604027592,1.1623223236e-12,8.2769633103e-09,8.2769633103e-09,8.2769633103e-09,8.2769633103e-09,1.6758012738e-19,2.6882036022e-05,2.6882036022e-05,2.6882036022e-05,2.6882036022e-05
4380,5.1383653738e-06,5.1383653738e-06,5.1383653738e-06,5.1383653738e-06,9.1328724847e-41,7.093368461e-30,8.8074432607e-25,8.8074432607e-25,8.8074432607e-25,8.8074432607e-25,9.8251360591e-50,4.20653087e-45,2.7728841812e-73,1.3019415245e-34,8.5147574135e-29,7.661949552e-09,7.661949552e-09,7.661949552e-09,7.661949552e-09,2.7675106743e-73,5.396500938e-61,2.1658706e-29,0.00025476105402,0.00025476105402,0.00025476105402,0.00025476105402,5.2453028549e-27,6.8268162587e-78,1.5538513667e-36,5.4977268031e-16,1.6799582004e-68,8.9878802923e-74,4.1479996939e-19,3.0063544163e-28,4.8361996744e-06,4.8361996744e-06,4.8361996744e-06,4.8361996744e-06,0.78694848614,0.78694848614,0.78694848614,0.78694848614,1.1631349624e-12,8.2861680663e-09,8.2861680663e-09,8.2861680663e-09,8.2861680663e-09,1.671498741e-19,2.6913105791e-05,2.6913105791e-05,2.6913105791e-05,2.6913105791e-05
4385,5.144297478e-06,5.144297478e-06,5.144297478e-06,5.144297478e-06,8.7571376426e-41,6.978639267e-30,8.7357095578e-25,8.7357095578e-25,8.7357095578e-25,8.7357095578e-25,9.155827932e-50,3.9812313164e-45,2.3397314231e-73,1.2683240131e-34,8.3933436852e-29,7.6704621603e-09,7.6704621603e-09,7.6704621603e-09,7.6704621603e-09,2.3351882935e-73,4.8142437724e-61,2.1327378891e-29,0.00025505562654,0.00025505562654,0.00025505562654,0.00025505562654,5.185876479e-27,5.6311195495e-78,1.5067953875e-36,5.4956638514e-16,1.4498653898e-68,7.5659576641e-74,4.1386614646e-19,2.9662755032e-28,4.8417826416e-06,4.8417826416e-06,4.8417826416e-06,4.8417826416e-06,0.78785774491,0.78785774491,0.78785774491,0.78785774491,1.1639519887e-12,8.2953866618e-09,8.2953866618e-09,8.2953866618e-09,8.2953866618e-09,1.6672370311e-19,2.6944211691e-05,2.6944211691e-05,2.6944211691e-05,2.6944211691e-05
4390,5.1502365589e-06,5.1502365589e-06,5.1502365589e-06,5.1502365589e-06,8.3975656812e-41,6.8661260365e-30,8.6648617804e-25,8.6648617804e-25,8.6648617804e-25,8.6648617804e-25,8.5329366423e-50,3.7683445032e-45,1.9743484441e-73,1.2356583447e-34,8.2740647199e-29,7.6789876282e-09,7.6789876282e-09,7.6789876282e-09,7.6789876282e-09,1.9705071741e-73,4.2951959074e-61,2.1002187543e-29,0.00025535053995,0.00025535053995,0.00025535053995,0.00025535053995,5.1273414669e-27,4.6450002448e-78,1.4612717014e-36,5.4936504584e-16,1.2513764575e-68,6.3693214822e-74,4.1294130708e-19,2.926868074e-28,4.8473721782e-06,4.8473721782e-06,4.8473721782e-06,4.8473721782e-06,0.78876805342,0.78876805342,0.78876805342,0.78876805342,1.1647733835e-12,8.3046190847e-09,8.3046190847e-09,8.3046190847e-09,8.3046190847e-09,1.6630157459e-19,2.697535376e-05,2.697535376e-05,2.697535376e-05,2.697535376e-05
4395,5.1561826232e-06,5.1561826232e-06,5.1561826232e-06,5.1561826232e-06,8.0534325363e-41,6.7557802722e-30,8.5948867189e-25,8.5948867189e-25,8.5948867189e-25,8.5948867189e-25,7.9531873874e-50,3.5671681375e-45,1.6661155033e-73,1.2039154306e-34,8.156877388e-29,7.6875259442e-09,7.6875259442e-09,7.6875259442e-09,7.6875259442e-09,1.6628674965e-73,3.832453796e-61,2.0683002405e-29,0.00025564579464,0.00025564579464,0.00025564579464,0.00025564579464,5.0696820791e-27,3.8316972987e-78,1.4172271953e-36,5.4916862877e-16,1.080138272e-68,5.3622253597e-74,4.120253669e-19,2.8881191066e-28,4.8529682904e-06,4.8529682904e-06,4.8529682904e-06,4.8529682904e-06,0.78967941289,0.78967941289,0.78967941289,0.78967941289,1.1655991279e-12,8.3138653232e-09,8.3138653232e-09,8.3138653232e-09,8.3138653232e-09,1.6588344921e-19,2.7006532036e-05,2.7006532036e-05,2.7006532036e-05,2.7006532036e-05
4400,5.1621356775e-06,5.1621356775e-06,5.1621356775e-06,5.1621356775e-06,7.7240478131e-41,6.6475546499e-30,8.5257713925e-25,8.5257713925e-25,8.5257713925e-25,8.5257713925e-25,7.4135402622e-50,3.3770406717e-45,1.4060796153e-73,1.1730671315e-34,8.0417395323e-29,7.696077097e-09,7.696077097e-09,7.696077097e-09,7.696077097e-09,1.4033331039e-73,3.4198723843e-61,2.0369696961e-29,0.00025594139101,0.00025594139101,0.00025594139101,0.00025594139101,5.0128828918e-27,3.160902501e-78,1.3746107014e-36,5.4897710059e-16,9.3239898399e-69,4.514603125e-74,4.1111824256e-19,2.8500158616e-28,4.8585709845e-06,4.8585709845e-06,4.8585709845e-06,4.8585709845e-06,0.79059182453,0.79059182453,0.79059182453,0.79059182453,1.1664292033e-12,8.3231253657e-09,8.3231253657e-09,8.3231253657e-09,8.3231253657e-09,1.6546928814e-19,2.703774656e-05,2.703774656e-05,2.703774656e-05,2.703774656e-05
4405,5.1680957286e-06,5.1680957286e-06,5.1680957286e-06,5.1680957286e-06,7.4087531656e-41,6.5414029873e-30,8.4575030444e-25,8.4575030444e-25,8.4575030444e-25,8.4575030444e-25,6.9111731387e-50,3.1973388822e-45,1.1866925466e-73,1.1430862246e-34,7.9286099436e-29,7.7046410756e-09,7.7046410756e-09,7.7046410756e-09,7.7046410756e-09,1.1843699796e-73,3.0519812842e-61,2.0062147653e-29,0.00025623732943,0.00025623732943,0.00025623732943,0.00025623732943,4.9569287893e-27,2.60762695e-78,1.3333729227e-36,5.4879042834e-16,8.0492474327e-69,3.801164901e-74,4.1021985171e-19,2.8125458764e-28,4.8641802667e-06,4.8641802667e-06,4.8641802667e-06,4.8641802667e-06,0.79150528956,0.79150528956,0.79150528956,0.79150528956,1.1672635911e-12,8.3323992009e-09,8.3323992009e-09,8.3323992009e-09,8.3323992009e-09,1.65059053e-19,2.7068997371e-05,2.7068997371e-05,2.7068997371e-05,2.7068997371e-05
4410,5.174062783e-06,5.174062783e-06,5.174062783e-06,5.174062783e-06,7.1069207562e-41,6.4372802147e-30,8.3900691376e-25,8.3900691376e-25,8.3900691376e-25,8.3900691376e-25,6.4434658138e-50,3.0274755959e-45,1.0015900612e-73,1.1139463722e-34,7.8174483373e-29,7.7132178691e-09,7.7132178691e-09,7.7132178691e-09,7.7132178691e-09,9.9962589842e-74,2.7239102655e-61,1.9760233808e-29,0.00025653361031,0.00025653361031,0.00025653361031,0.00025653361031,4.9018049573e-27,2.1512667895e-78,1.2934663607e-36,5.4860857933e-16,6.9492798143e-69,3.2006372382e-74,4.0933011301e-19,2.7756969578e-28,4.8697961433e-06,4.8697961433e-06,4.8697961433e-06,4.8697961433e-06,0.79241980918,0.79241980918,0.79241980918,0.79241980918,1.1681022731e-12,8.3416868176e-09,8.3416868176e-09,8.3416868176e-09,8.3416868176e-09,1.6465270591e-19,2.7100284507e-05,2.7100284507e-05,2.7100284507e-05,2.7100284507e-05
4415,5.1800368476e-06,5.1800368476e-06,5.1800368476e-06,5.1800368476e-06,6.8179517923e-41,6.3351423451e-30,8.3234573507e-25,8.3234573507e-25,8.3234573507e-25,8.3234573507e-25,6.0079853282e-50,2.8668975541e-45,8.4540591186e-74,1.0856220909e-34,7.7082153311e-29,7.721807467e-09,7.721807467e-09,7.721807467e-09,7.721807467e-09,8.4374476099e-74,2.4313230233e-61,1.946383756e-29,0.00025683023404,0.00025683023404,0.00025683023404,0.00025683023404,4.8474968765e-27,1.7748331577e-78,1.2548452466e-36,5.4843152125e-16,6.0000565208e-69,2.6951243115e-74,4.0844894607e-19,2.7394571763e-28,4.8754186205e-06,4.8754186205e-06,4.8754186205e-06,4.8754186205e-06,0.79333538461,0.79333538461,0.79333538461,0.79333538461,1.1689452309e-12,8.3509882051e-09,8.3509882051e-09,8.3509882051e-09,8.3509882051e-09,1.6425020944e-19,2.7131608009e-05,2.7131608009e-05,2.7131608009e-05,2.7131608009e-05
4420,5.1860179291e-06,5.1860179291e-06,5.1860179291e-06,5.1860179291e-06,6.541275135e-41,6.2349464463e-30,8.2576555736e-25,8.2576555736e-25,8.2576555736e-25,8.2576555736e-25,5.6024723699e-50,2.7150834066e-45,7.1361509848e-74,1.0580887224e-34,7.6008724225e-29,7.7304098588e-09,7.7304098588e-09,7.7304098588e-09,7.7304098588e-09,7.1221014145e-74,2.1703582976e-61,1.9172843782e-29,0.00025712720101,0.00025712720101,0.00025712720101,0.00025712720101,4.7939903156e-27,1.4643174615e-78,1.2174654753e-36,5.4825922209e-16,5.1808604126e-69,2.2695708655e-74,4.0757627146e-19,2.7038148592e-28,4.8810477048e-06,4.8810477048e-06,4.8810477048e-06,4.8810477048e-06,0.79425201708,0.79425201708,0.79425201708,0.79425201708,1.1697924467e-12,8.3603033525e-09,8.3603033525e-09,8.3603033525e-09,8.3603033525e-09,1.6385152663e-19,2.7162967915e-05,2.7162967915e-05,2.7162967915e-05,2.7162967915e-05
4425,5.1920060343e-06,5.1920060343e-06,5.1920060343e-06,5.1920060343e-06,6.2763459765e-41,6.1366506135e-30,8.1926519037e-25,8.1926519037e-25,8.1926519037e-25,8.1926519037e-25,5.2248286797e-50,2.5715418267e-45,6.0240178289e-74,1.0313224051e-34,7.4953819671e-29,7.7390250344e-09,7.7390250344e-09,7.7390250344e-09,7.7390250344e-09,6.0121344657e-74,1.9375775245e-61,1.8887140013e-29,0.00025742451161,0.00025742451161,0.00025742451161,0.00025742451161,4.7412713254e-27,1.2081681797e-78,1.1812845416e-36,5.4809165014e-16,4.4738295588e-69,1.9113106776e-74,4.0671201071e-19,2.6687585851e-28,4.8866834025e-06,4.8866834025e-06,4.8866834025e-06,4.8866834025e-06,0.79516970779,0.79516970779,0.79516970779,0.79516970779,1.1706439026e-12,8.3696322496e-09,8.3696322496e-09,8.3696322496e-09,8.3696322496e-09,1.6345662094e-19,2.7194364266e-05,2.7194364266e-05,2.7194364266e-05,2.7194364266e-05
4430,5.19800117e-06,5.19800117e-06,5.19800117e-06,5.19800117e-06,6.0226445837e-41,6.0402139422e-30,8.1284346413e-25,8.1284346413e-25,8.1284346413e-25,8.1284346413e-25,4.8731053853e-50,2.4358097399e-45,5.0854797445e-74,1.005300047e-34,7.3917071583e-29,7.7476529837e-09,7.7476529837e-09,7.7476529837e-09,7.7476529837e-09,5.0754280784e-74,1.7299182887e-61,1.8606616397e-29,0.00025772216623,0.00025772216623,0.00025772216623,0.00025772216623,4.6893262326e-27,9.9685958135e-79,1.1462614791e-36,5.4792877403e-16,3.8635626367e-69,1.6096869015e-74,4.0585608629e-19,2.6342771776e-28,4.89232572e-06,4.89232572e-06,4.89232572e-06,4.89232572e-06,0.79608845797,0.79608845797,0.79608845797,0.79608845797,1.1714995808e-12,8.378974886e-09,8.378974886e-09,8.378974886e-09,8.378974886e-09,1.6306545632e-19,2.7225797101e-05,2.7225797101e-05,2.7225797101e-05,2.7225797101e-05
4435,5.2040033429e-06,5.2040033429e-06,5.2040033429e-06,5.2040033429e-06,5.7796751024e-41,5.9455965022e-30,8.0649922865e-25,8.0649922865e-25,8.0649922865e-25,8.0649922865e-25,4.5454921927e-50,2.3074506603e-45,4.2933971559e-74,9.7999929898e-35,7.2898120063e-29,7.756293697e-09,7.756293697e-09,7.756293697e-09,7.756293697e-09,4.2848944121e-74,1.544652933e-61,1.833116561e-29,0.00025802016527,0.00025802016527,0.00025802016527,0.00025802016527,4.6381416332e-27,8.2253620222e-79,1.1123568019e-36,5.4777056268e-16,3.3367790193e-69,1.3557328327e-74,4.0500842157e-19,2.6003596994e-28,4.8979746635e-06,4.8979746635e-06,4.8979746635e-06,4.8979746635e-06,0.79700826884,0.79700826884,0.79700826884,0.79700826884,1.1723594639e-12,8.3883312518e-09,8.3883312518e-09,8.3883312518e-09,8.3883312518e-09,1.6267799713e-19,2.7257266459e-05,2.7257266459e-05,2.7257266459e-05,2.7257266459e-05
4440,5.2100125601e-06,5.2100125601e-06,5.2100125601e-06,5.2100125601e-06,5.5469644217e-41,5.8527593128e-30,8.0023135347e-25,8.0023135347e-25,8.0023135347e-25,8.0023135347e-25,4.2403073726e-50,2.1860531264e-45,3.6248801163e-74,9.5539852989e-35,7.1896613183e-29,7.7649471647e-09,7.7649471647e-09,7.7649471647e-09,7.7649471647e-09,3.6176872419e-74,1.3793517476e-61,1.8060682801e-29,0.00025831850913,0.00025831850913,0.00025831850913,0.00025831850913,4.5877043875e-27,6.787197603e-79,1.0795324482e-36,5.4761698534e-16,2.8820259482e-69,1.1419034653e-74,4.0416894085e-19,2.5669954472e-28,4.9036302397e-06,4.9036302397e-06,4.9036302397e-06,4.9036302397e-06,0.79792914162,0.79792914162,0.79792914162,0.79792914162,1.1732235344e-12,8.3977013372e-09,8.3977013372e-09,8.3977013372e-09,8.3977013372e-09,1.6229420817e-19,2.7288772382e-05,2.7288772382e-05,2.7288772382e-05,2.7288772382e-05
4445,5.2160288282e-06,5.2160288282e-06,5.2160288282e-06,5.2160288282e-06,5.3240610934e-41,5.7616643177e-30,7.9403872731e-25,7.9403872731e-25,7.9403872731e-25,7.9403872731e-25,3.9559884815e-50,2.0712292316e-45,3.0606218412e-74,9.3147680179e-35,7.0912206793e-29,7.7736133774e-09,7.7736133774e-09,7.7736133774e-09,7.7736133774e-09,3.0545367343e-74,1.2318502322e-61,1.7795065528e-29,0.00025861719819,0.00025861719819,0.00025861719819,0.00025861719819,4.5380016134e-27,5.6006753726e-79,1.0477517264e-36,5.4746801154e-16,2.4894262528e-69,9.6184974731e-75,4.033375693e-19,2.5341739456e-28,4.9092924548e-06,4.9092924548e-06,4.9092924548e-06,4.9092924548e-06,0.79885107753,0.79885107753,0.79885107753,0.79885107753,1.1740917751e-12,8.4070851326e-09,8.4070851326e-09,8.4070851326e-09,8.4070851326e-09,1.6191405467e-19,2.7320314907e-05,2.7320314907e-05,2.7320314907e-05,2.7320314907e-05
4450,5.2220521544e-06,5.2220521544e-06,5.2220521544e-06,5.2220521544e-06,5.1105343045e-41,5.6722743615e-30,7.8792025774e-25,7.8792025774e-25,7.8792025774e-25,7.8792025774e-25,3.6910837628e-50,1.9626132427e-45,2.5843369259e-74,9.0821384651e-35,6.9944564333e-29,7.782292326e-09,7.782292326e-09,7.782292326e-09,7.782292326e-09,2.5791887156e-74,1.1002199753e-61,1.7534213696e-29,0.00025891623286,0.00025891623286,0.00025891623286,0.00025891623286,4.4890206815e-27,4.6217318164e-79,1.016979263e-36,5.4732361112e-16,2.1504609859e-69,8.1022873317e-75,4.0251423301e-19,2.5018849422e-28,4.9149613155e-06,4.9149613155e-06,4.9149613155e-06,4.9149613155e-06,0.79977407781,0.79977407781,0.79977407781,0.79977407781,1.1749641689e-12,8.4164826287e-09,8.4164826287e-09,8.4164826287e-09,8.4164826287e-09,1.6153750228e-19,2.7351894077e-05,2.7351894077e-05,2.7351894077e-05,2.7351894077e-05
4455,5.2280825453e-06,5.2280825453e-06,5.2280825453e-06,5.2280825453e-06,4.9059729008e-41,5.584553166e-30,7.8187487073e-25,7.8187487073e-25,7.8187487073e-25,7.8187487073e-25,3.4442441776e-50,1.8598603014e-45,2.1822877795e-74,8.855900429e-35,6.8993356647e-29,7.7909840015e-09,7.7909840015e-09,7.7909840015e-09,7.7909840015e-09,2.1779319919e-74,9.8274275007e-62,1.7278029503e-29,0.00025921561353,0.00025921561353,0.00025921561353,0.00025921561353,4.4407492092e-27,3.8140248001e-79,9.8718095304e-37,5.4718375422e-16,1.8577821295e-69,6.8254391717e-75,4.0169885892e-19,2.4701184022e-28,4.920636828e-06,4.920636828e-06,4.920636828e-06,4.920636828e-06,0.80069814368,0.80069814368,0.80069814368,0.80069814368,1.1758406988e-12,8.4258938164e-09,8.4258938164e-09,8.4258938164e-09,8.4258938164e-09,1.6116451705e-19,2.7383509929e-05,2.7383509929e-05,2.7383509929e-05,2.7383509929e-05
