Time,CYP3A4_1A_n1_OCT_N,CYP3A4_1A_n2_OCT_N,CYP3A4_1A_n3_OCT_N,CYP3A4_1A_n4_OCT_N,CYP3A4_2_n1_OCT_N,CYP3A4_3_n1_OCT_N,CYP3A4_4_n1_OCT_N,CYP3A4_5_n1_OCT_N,CYP3A4_7_n1_OCT_N,CYP3A4_8_n1_OCT_N,CYP3A4_9_n1_OCT_N,CYP3A4_10_n1_OCT_N,CYP3A4_11_n1_OCT_N,CYP3A4_12_n1_OCT_N,CYP3A4_13_n1_OCT_N,CYP3A4_14_n1_OCT_N,CYP3A4_15_n1_OCT_N,CYP3A4_15_n3_OCT_N,CYP3A4_15_n4_OCT_N,CYP3A4_16_n1_OCT_N,CYP3A4_17_n1_OCT_N,CYP3A4_18_n1_OCT_N,CYP3A4_19_n1_OCT_N,CYP3A4_20_n1_OCT_N,CYP3A4_21_n1_OCT_N,CYP3A4_23_n1_OCT_N,CYP3A4_24_n1_OCT_N,CYP3A4_28_n1_OCT_N,CYP3A4_29_n1_OCT_N,CYP3A4_29_n2_OCT_N,CYP3A4_29_n3_OCT_N,CYP3A4_29_n4_OCT_N,CYP3A4_31_n1_OCT_N,CYP3A4_32_n1_OCT_N,CYP3A4_33_n1_OCT_N,CYP3A4_34_n1_OCT_N,CYP3A4_34_n3_OCT_N,CYP3A4_34_n4_OCT_N
200.0,0.071487579387,0.07148428969,0.071484289689,0.071484289694,7.2068951478,2.9689526776,1.7484888973,12.461232953,9.5510758664,31.182239135,4.5220338298,2.6729202042,0.13371994097,31.182340757,20.883613471,2.8329197947,0.052463126802,0.052463126898,0.058383850254,2.2268844586,35.033140724,5.2761071875,0.53050610804,27.138055862,31.594316652,0.85228251314,2.5308323638,0.071880231276,0.10718645448,0.11362311767,0.11490903545,0.10770552339,0.29503666797,0.1327293057,0.90049802247,0.061823979509,0.061823979509,0.062097450395
205.0,0.062495536985,0.062492604649,0.062492604648,0.062492604652,6.8024275801,2.7477152287,1.6001743916,11.911194002,9.0733680894,30.462278687,4.2237854867,2.4681610829,0.11722671365,30.462380378,20.206176405,2.6191705779,0.046079476149,0.046079476235,0.050757051493,2.0483226752,34.320970318,4.9450844772,0.47442742664,26.422827078,30.874642014,0.7688869374,2.3342305497,0.062836669299,0.10024155434,0.10632881419,0.10754537745,0.1007323044,0.26128759247,0.11634931783,0.81324227702,0.054104129182,0.054104129181,0.054348042617
210.0,0.054727264417,0.054724647732,0.054724647731,0.054724647734,6.42139206,2.5435469203,1.464912154,11.386157551,8.6202974007,29.759212808,3.9458747025,2.2796485376,0.10289298361,29.759314509,19.551270599,2.4221224534,0.040557740825,0.040557740901,0.044226171212,1.8846010153,33.623439988,4.6355230955,0.42453955486,25.726834918,30.171620375,0.6939873539,2.1534506896,0.055023820473,0.093998115628,0.099767296917,0.10092070068,0.094463092943,0.23159078925,0.10211547279,0.7347864979,0.047436194441,0.047436194441,0.047654020573
215.0,0.048004970665,0.048002633051,0.048002633051,0.048002633054,6.0623901206,2.3550877168,1.3415139519,10.884955029,8.190555979,29.072638268,3.686870955,2.1060508857,0.090420967736,29.072739923,18.91812826,2.2404276059,0.035771662184,0.035771662252,0.038621313495,1.7344446523,32.940244951,4.3459883838,0.38013171976,25.04955133,29.484859958,0.62668582299,1.9871771805,0.048262931368,0.088370988743,0.09385005291,0.094945829433,0.088812465275,0.2054381989,0.089731596201,0.6642101948,0.04166629371,0.04166629371,0.041861069834
220.0,0.042178186568,0.042176095923,0.042176095923,0.042176095926,5.7241091342,2.1810892538,1.2289031803,10.406473958,7.7829073558,28.402161646,3.4454473141,1.9461489573,0.079555874937,28.402263199,18.306008394,2.0728503229,0.031614774497,0.031614774558,0.033800653488,1.5966916949,32.271086867,4.0751443864,0.34057773205,24.390463067,28.813978375,0.566182573,1.8342071944,0.042402706943,0.083286920822,0.088500880934,0.089543981181,0.083706928309,0.18238800208,0.078944310279,0.60069245353,0.036664455792,0.036664455792,0.036838842777
225.0,0.037119353525,0.037117481653,0.037117481652,0.037117481655,5.4053169009,2.0204054058,1.1261040622,9.9496551852,7.3961824178,27.74739908,3.2203727306,1.798826315,0.070079437474,27.747500481,17.714195854,1.9182574026,0.027997115842,0.027997115897,0.029645536634,1.4702828895,31.615673705,3.8217468724,0.30532558206,23.749071264,28.158602398,0.51176492595,1.6934407306,0.037314879576,0.078682701235,0.083653980101,0.084648844129,0.079083060445,0.1620556687,0.069536588669,0.54350082286,0.032320703957,0.032320703957,0.032477035099
230.0,0.032720156591,0.032718478705,0.032718478705,0.032718478707,5.1048565871,1.8719836733,1.0322319235,9.5134902654,7.0292756407,27.107976036,3.010504915,1.6630603471,0.061804452825,27.108077236,17.14200041,1.7756094056,0.024842514298,0.024842514348,0.02605647613,1.3542522879,30.973719599,3.5846368639,0.27388835524,23.124891029,27.518367733,0.46279750969,1.56387157,0.03289052535,0.074503623242,0.079252363138,0.080202980979,0.074885969263,0.14410625708,0.061322319082,0.49198147831,0.028541812032,0.028541812032,0.02868213537
235.0,0.028888471239,0.028886965535,0.028886965535,0.028886965537,4.82164199,1.7348573143,0.94648443186,9.0970189661,6.681141538,26.483527072,2.814783759,1.5379141535,0.054570172734,26.483628023,16.588755862,1.6439526724,0.022086344101,0.022086344146,0.022949876658,1.2477187867,30.344944722,3.3627346329,0.24583629522,22.517451036,26.892918802,0.41871360274,1.4445790471,0.029036996426,0.07070220368,0.075246534786,0.076156499245,0.071068007831,0.12824778329,0.05414171071,0.44555051208,0.025248612223,0.025248612222,0.025374727195
240.0,0.025545816858,0.025544464137,0.025544464137,0.025544464138,4.5546531088,1.6081381548,0.86813370193,8.6993269039,6.3507913136,25.873695613,2.6322252574,1.4225291528,0.048238403275,25.873796273,16.053819182,1.5224120396,0.019673666532,0.019673666573,0.020255346667,1.1498784549,29.729075154,3.1550341322,0.22078986496,21.926293142,26.281908529,0.37900747733,1.3347205632,0.025675362242,0.067237113939,0.071593387481,0.07246594002,0.067587702795,0.11422550715,0.047857410475,0.40368621661,0.022373756756,0.022373756756,0.022487245979
245.0,0.022625229388,0.02262401273,0.02262401273,0.022624012731,4.3029319999,1.4910100198,0.79651917915,8.3195432973,6.0372897057,25.278133733,2.4619158916,1.316118345,0.042690202386,25.27823406,15.536569689,1.4101841918,0.017557686423,0.01755768646,0.017913488683,1.0599975749,29.12584275,2.9605978278,0.19841367697,21.350972009,25.684998133,0.34322762208,1.2335247735,0.022738271643,0.064072284565,0.068255275723,0.069093346404,0.064408856504,0.1018170042,0.042351214833,0.36592224521,0.019859853489,0.019859853489,0.019962110311
250.0,0.020069481227,0.020068385707,0.020068385707,0.020068385708,4.0655788983,1.3827227267,0.73104122276,7.9568388335,5.7397520115,24.69650194,2.3030074387,1.2179601687,0.037823080066,24.696601894,15.036408251,1.3065315911,0.015698468099,0.015698468133,0.015874078698,0.97740632838,28.534985025,2.7785519036,0.17841118051,20.791054732,25.101856927,0.31097074043,1.1402853838,0.020168163795,0.061176152954,0.065199237827,0.066005480168,0.061499792591,0.090827912156,0.0375212825,0.33184154739,0.017657910245,0.017657910244,0.017750162657
255.0,0.017829589305,0.017828601747,0.017828601747,0.017828601749,3.8417485885,1.2825865951,0.6711553178,7.6104236421,5.4573412806,24.128468966,2.1547121731,1.1273929007,0.033548621942,24.128568508,14.552756523,1.2107769339,0.014061865041,0.014061865071,0.014094562963,0.90149306573,27.956245022,2.6080818098,0.16052000847,20.246120494,24.532162117,0.28187643368,1.0543555041,0.017915768586,0.058521029422,0.06239633966,0.063173161108,0.058832720208,0.081088256575,0.033279769055,0.3010709885,0.015726034464,0.015726034464,0.015809365866
260.0,0.01586356271,0.015862671471,0.01586267147,0.015862671472,3.6306470072,1.1899674249,0.61636685286,7.2795453702,5.1892656695,23.573711563,2.0162984297,1.0438095482,0.029790469869,23.573810659,14.085056202,1.1222980884,0.012618625928,0.012618625955,0.012538814246,0.83169910378,27.389371201,2.448428132,0.14450789971,19.715760212,23.975598613,0.25562248811,0.97514250422,0.01593884768,0.056082561427,0.059821119647,0.060570708269,0.056383196687,0.07244927433,0.029550817214,0.27327657445,0.014028344398,0.014028344398,0.014103711634
265.0,0.014135349722,0.014134544503,0.014134544503,0.014134544504,3.4315280626,1.1042819029,0.56622640655,6.9634873537,4.9347759448,23.031914308,1.8870865018,0.96665318819,0.026482603953,23.032012924,13.632768321,1.0405234682,0.011343646561,0.011343646586,0.011176100641,0.76751400194,26.83411732,2.2988827542,0.13016912347,19.199576205,23.431858839,0.23192069577,0.90210332801,0.014201135943,0.053839279496,0.057451118074,0.058175465988,0.054129672103,0.064780665285,0.026268847345,0.24815921142,0.01253405584,0.01253405584,0.012602304885
270.0,0.01261395115,0.012613222832,0.012613222832,0.012613222833,3.2436906579,1.0249934002,0.52032549209,6.6615668808,4.6931631299,22.502769405,1.7664448469,0.89541271592,0.023567879343,22.50286751,13.19537256,0.96492780489,0.010215342658,0.010215342681,0.0099802288631,0.70847127139,26.290242319,2.158785297,0.11732134223,18.697181872,22.900642551,0.21051314665,0.83474022352,0.012671449969,0.05177221131,0.055266476813,0.05596740079,0.052053102191,0.057968212581,0.02337710171,0.22545093897,0.01121671482,0.01121671482,0.011278594429
275.0,0.011272672537,0.01127201304,0.01127201304,0.011272013041,3.0664759029,0.95160812652,0.47829271399,6.3731335409,4.4637562837,21.985976501,1.6537865768,0.82961896333,0.02099677861,21.986074065,12.772366587,0.89502828469,0.0092151230048,0.0092151230257,0.0089288310798,0.65414447666,25.757510213,2.0275198095,0.10580285757,18.208201372,22.381656658,0.19116893765,0.772596851,0.011322936184,0.049864552844,0.053249598005,0.053928757621,0.050136618467,0.051911720492,0.020826403374,0.20491158216,0.01005355184,0.01005355184,0.010109725431
280.0,0.010088492535,0.010087894694,0.010087894694,0.010087894694,2.8992645043,0.88367160958,0.43979029607,6.0975676569,4.2459204057,21.4812425,1.5485662107,0.76884115614,0.018726346747,21.481339494,12.363265419,0.8303810152,0.008326946073,0.0083269460921,0.0080027700498,0.60414369285,25.235689979,1.9045116961,0.095470190934,17.732269322,21.874615049,0.17368125003,0.71525473463,0.010132435698,0.048101387395,0.051384852261,0.052043765921,0.048365246371,0.046523226087,0.018574096927,0.18632577478,0.0090249374944,0.0090249374944,0.0090759935134
285.0,0.0090415286014,0.0090409860509,0.0090409860508,0.0090409860515,2.7414743201,0.82076547211,0.40451094387,5.8342787952,4.0390544592,20.988281384,1.4502766704,0.71268367834,0.016719281073,20.988377782,11.967600812,0.77057779508,0.0075369462106,0.0075369462281,0.0071856419728,0.55811228496,24.724555453,1.7892248619,0.086195957252,17.269030495,21.379238423,0.157864753,0.66233002686,0.0090799469887,0.046469444892,0.049658328571,0.050298387677,0.046725663817,0.041725447131,0.016583143402,0.1695003113,0.0081139228249,0.0081139228249,0.008160383778
290.0,0.008114584332,0.0081140914171,0.008114091417,0.0081140914177,2.5925580703,0.76250448036,0.37217500838,5.5827043495,3.8425895063,20.506814039,1.3584464998,0.66078311705,0.014943152632,20.506909816,11.584920664,0.71524315905,0.0068331179063,0.0068331179223,0.0064633602008,0.51572397945,24.223885224,1.6811590606,0.077866994961,16.818139534,20.895254124,0.14355329591,0.61347055698,0.0081481706562,0.044956895226,0.048057619412,0.04868010092,0.045205993843,0.037450434016,0.01482134607,0.15426179026,0.0073058505733,0.0073058505733,0.0073481809187
295.0,0.0072927654127,0.0072923171024,0.0072923171023,0.0072923171029,2.4520011916,0.70853384064,0.34252792128,5.3423081954,3.6559869474,20.036568085,1.2726372908,0.61280556268,0.013369739377,20.036663217,11.21478845,0.66403167445,0.0062050486359,0.0062050486506,0.0058238059955,0.47668020083,23.733462534,1.5798474294,0.070382720491,16.379260674,20.422395977,0.13059785606,0.56835313836,0.0073221231584,0.043553170336,0.046571635677,0.04717771323,0.043795626122,0.033638397976,0.013260687467,0.14045451608,0.0065880258842,0.0065880258842,0.0066266389261
300.0,0.0065631532985,0.0065627451129,0.0065627451128,0.0065627451133,2.319319828,0.65852672252,0.31533787521,5.1125794113,3.4787368606,19.577277711,1.1924413005,0.56844414186,0.011974454465,19.577372177,10.856782671,0.61662546724,0.0056436924155,0.0056436924291,0.0052565349837,0.44070764837,23.253075175,1.4848541981,0.063653679479,15.952067465,19.960404135,0.11886471304,0.52668111102,0.0065888085931,0.042248810698,0.045190446884,0.045781200723,0.042485062935,0.030236691798,0.011876761064,0.12793863004,0.0059494369214,0.0059494369214,0.0059847008402
305.0,0.0059145275499,0.0059141554959,0.0059141554958,0.0059141554963,2.1940589474,0.61218198922,0.29039372476,4.8930310625,3.3103564331,19.128683512,1.1174792446,0.52741676245,0.010735855574,19.12877729,10.510496323,0.57273195756,0.0051411775272,0.0051411775397,0.0047525299713,0.40755609112,22.782515398,1.3957725602,0.057600270453,15.53624251,19.509024924,0.10823382372,0.48818209853,0.0059369394047,0.041035332567,0.04390514292,0.0444815687,0.041265785965,0.027198922487,0.010648283539,0.11658844482,0.0053805174625,0.0053805174625,0.005412760594
310.0,0.0053371292318,0.0053367897469,0.0053367897469,0.0053367897473,2.0757905778,0.56922211734,0.26750308676,4.6831990465,3.1503884822,18.690532331,1.0473982539,0.48946405198,0.0096352233116,18.690625403,10.175536389,0.53208178661,0.0046906429789,0.0046906429903,0.0043039924146,0.37699636063,22.321579809,1.3122226929,0.052151619811,15.131477211,19.068010692,0.09859737539,0.45260595986,0.0053566983835,0.039905112895,0.042707714138,0.043270730794,0.040130140826,0.024484178244,0.009556675767,0.1062909597,0.0048729448551,0.004872944855,0.0049024603158
315.0,0.0048224590196,0.0048221489224,0.0048221489224,0.0048221489228,1.9641121529,0.52939128975,0.24649062034,4.4826409937,2.9984000573,18.262577108,0.98186998197,0.45434747236,0.0086561986023,18.262669457,9.8515233449,0.49442691818,0.0042860991706,0.0042860991811,0.003904166187,0.34881852347,21.870069285,1.2338499164,0.047244589604,14.737471516,18.637119663,0.089858496711,0.41972291903,0.0048395355695,0.038851289367,0.041590947135,0.042141403913,0.039071236748,0.022056354528,0.0085857024793,0.096944536142,0.0044194678036,0.0044194678036,0.0044465175481
320.0,0.00436310468,0.0043628211267,0.0043628211267,0.004362821127,1.8586449629,0.49245364687,0.22719646943,4.2909352237,2.8539811217,17.84457673,0.92058885134,0.42184759562,0.0077844704778,17.844668337,9.5380906871,0.45953889981,0.0039223089862,0.003922308996,0.0035471883739,0.32283021683,21.427788876,1.1603229822,0.042822901948,14.353933678,18.216115799,0.081930108959,0.38932185645,0.0043779946989,0.037867673373,0.040548333989,0.041087016735,0.038082859245,0.01988356606,0.007721162041,0.088457716188,0.0040137593638,0.0040137593638,0.0040385777464
325.0,0.0039525934499,0.0039523338959,0.0039523338958,0.0039523338962,1.7590327014,0.45819168278,0.20947485164,4.1076797524,2.7167433071,17.43629588,0.86327042915,0.3917625263,0.0070075069864,17.436386732,9.2348844736,0.42720726978,0.0035946861495,0.0035946861586,0.0032279627306,0.29885513233,20.994547719,1.0913324809,0.038836365935,13.980580023,17.804768657,0.074733901704,0.36120874782,0.0039655646927,0.03694867408,0.039573993028,0.040101629828,0.037159393925,0.017937633439,0.0069506191013,0.080748167512,0.003650291267,0.0036502912669,0.0036730881714
330.0,0.0035852655471,0.0035850277132,0.0035850277132,0.0035850277135,1.664940103,0.42640477387,0.19319277973,3.9324913479,2.5863187372,17.037504904,0.80964992157,0.36390645782,0.0063143230256,17.037594985,8.9415628841,0.39723809732,0.0032992081967,0.003299208205,0.0029420521747,0.27673163446,20.570158952,1.0265893616,0.035240194644,13.617134718,17.402853256,0.068199419097,0.33520523736,0.0035965524014,0.036089232071,0.038662599544,0.039179865783,0.036295759881,0.01619363458,0.0062631739544,0.073741741357,0.0033242263217,0.0033242263217,0.0033451899141
335.0,0.0032561656419,0.0032559474851,0.0032559474851,0.0032559474854,1.5760516667,0.39690782883,0.17822890258,3.765004633,2.4623589183,16.647979664,0.75948077837,0.33810835115,0.0056952798287,16.648068961,8.657795795,0.36945264468,0.0030323418446,0.0030323418523,0.0026855872932,0.2563115014,20.154439625,0.96582355346,0.031994401434,13.263329553,17.010149941,0.062263244451,0.3111473335,0.003265973416,0.035284761205,0.037809325075,0.038316847987,0.035487351348,0.014629512499,0.0056492633663,0.067371630835,0.00303132616,0.00303132616,0.0030506253125
340.0,0.0029609496153,0.0029607493022,0.0029607493022,0.0029607493024,1.4920704583,0.36953004959,0.16447245436,3.6048712316,2.3445336894,16.267501406,0.71253339937,0.3142107251,0.0051419116136,16.267589907,8.38326437,0.34368614057,0.0027909788889,0.0027909788961,0.0024551883503,0.23745877697,19.747210621,0.90878268397,0.02906326602,12.918903724,16.626444263,0.056868272222,0.28888421642,0.002969458257,0.034531097601,0.037009784087,0.037508146856,0.034729986499,0.01322573212,0.0051004883988,0.061577618584,0.0027678720244,0.0027678720244,0.0027856584509
345.0,0.0026958043439,0.0026956202279,0.0026956202278,0.0026956202281,1.4127169869,0.34411379397,0.15182230138,3.4517589572,2.2325302329,15.895856629,0.66859393521,0.29206854853,0.0046467755639,15.895944323,8.1176606645,0.31978665543,0.0025723810591,0.0025723810658,0.0022478986906,0.22004872382,19.348296571,0.85523088578,0.026414861993,12.583603623,16.251526845,0.051963057745,0.26827714726,0.0027031716676,0.033824454776,0.036259987084,0.036749732533,0.034019862416,0.011964979766,0.0046094654231,0.05630540402,0.0025305966582,0.0025305966581,0.0025470067988
350.0,0.0024573786029,0.0024572092034,0.0024572092034,0.0024572092036,1.3377281523,0.32051353145,0.14018607742,3.3053510406,2.1260521378,15.532836955,0.62746317516,0.27154822575,0.004203321873,15.532923832,7.8606872454,0.29761406991,0.0023741325078,0.002374132514,0.0020611277815,0.20396686852,18.957525775,0.80494768616,0.024020638499,12.25718264,15.885193262,0.047501236152,0.24919847042,0.002463743092,0.033161384126,0.035556299273,0.036037933203,0.033353515425,0.010831899838,0.0041696970702,0.051506001501,0.0023166256589,0.0023166256589,0.0023317823431
355.0,0.0022427234676,0.0022425674523,0.0022425674523,0.0022425674525,1.2668562564,0.29859488408,0.12947939894,3.1653453961,2.0248185168,15.178239005,0.58895551572,0.25252666689,0.0038057810566,15.178325057,7.6120568236,0.27703912856,0.0021940988138,0.0021940988196,0.0018926024204,0.18910813033,18.574730126,0.7577269732,0.021855049663,11.939400959,15.527243925,0.043441002906,0.23153070061,0.0022482067107,0.03253874005,0.034895404072,0.035369398281,0.03272778609,0.0098128639105,0.0037754603387,0.047135201708,0.0021234269113,0.0021234269113,0.0021374408284
360.0,0.0020492408432,0.0020490970122,0.0020490970122,0.0020490970124,1.1998680765,0.27823374567,0.11962515278,3.0314539226,1.928563171,14.831864277,0.55289800388,0.23489043613,0.0034490661436,14.831949494,7.3714919,0.25794257155,0.0020303915547,0.0020303915601,0.0017403248699,0.17537602614,18.199745032,0.7133760334,0.01989522613,11.630025373,15.17748396,0.03974464921,0.21516568726,0.0020539496529,0.031953649119,0.034274270842,0.034741065852,0.03213978826,0.0088957681242,0.0034217094858,0.043153089401,0.0019487669267,0.0019487669266,0.0019617379265
365.0,0.0018746389584,0.0018745062299,0.0018745062298,0.00187450623,1.1365439957,0.25931547241,0.11055284925,2.9034018395,1.8370338008,14.493519025,0.51912944951,0.21853497099,0.0031286876982,14.4936034,7.1387244241,0.24021433777,0.0018813376456,0.0018813376506,0.0016025368806,0.16268194465,17.83240934,0.67171465546,0.018120683779,11.328829096,14.835723098,0.036378146304,0.20000384964,0.0018786672153,0.031403482764,0.033690126288,0.034150133826,0.03158688166,0.0080698552667,0.003103991664,0.039523611456,0.0017906730943,0.0017906730943,0.0018026913391
370.0,0.0017168938312,0.0017167712288,0.0017167712288,0.0017167712289,1.0766771868,0.24173413918,0.10219803455,2.780927055,1.7499912605,14.163014144,0.48749960174,0.20336386652,0.0028406799193,14.16309767,6.9134954647,0.22375283334,0.0017454527652,0.0017454527699,0.0014776887255,0.15094448368,17.472565266,0.63257429566,0.01651306527,11.035591581,14.501775563,0.033310773374,0.18595347645,0.0017203240904,0.030885833058,0.033140429084,0.033594034329,0.031066647572,0.0073255584389,0.0028183735614,0.036214189802,0.0016474010017,0.0016474010017,0.0016585479868
375.0,0.0015742158656,0.0015741025075,0.0015741025075,0.0015741025076,1.0200728466,0.22539185601,0.094501756983,2.6637795642,1.6672088542,13.840165057,0.45786838458,0.18928821898,0.0025815363113,13.840247729,6.6955548928,0.20846425995,0.0016214182914,0.0016214182958,0.0013644125083,0.14008884491,17.12005832,0.59579730049,0.015055910593,10.750098347,14.175459963,0.030514784322,0.17293008438,0.0015771207569,0.030398491188,0.032622847319,0.033070410949,0.030576867227,0.006654363587,0.0025613775482,0.033195374428,0.0015174061044,0.0015174061044,0.0015277555643
380.0,0.0014450208598,0.0014449159488,0.0014449159488,0.0014449159489,0.96654747734,0.21019813962,0.08741008172,2.5517208778,1.5884716697,13.524791604,0.43010518753,0.17622602389,0.0023481536341,13.524873417,6.4846610749,0.19426199802,0.0015080612537,0.0015080612578,0.0012614991192,0.130046281,16.77473724,0.56123618251,0.013734453267,10.472140808,13.856599185,0.027965109246,0.16085583041,0.0014474643094,0.029939428295,0.032135238413,0.032577098461,0.030115502573,0.0060486885417,0.0023299260457,0.030440532193,0.0013993191359,0.0013993191359,0.001408937848
385.0,0.0013279048135,0.0013278076281,0.0013278076281,0.0013278076282,0.91592821168,0.19606933561,0.080873649749,2.4445234772,1.5135759494,13.216717937,0.40408820696,0.16410162373,0.0021377830205,13.216798885,6.2805805782,0.18106604013,0.0014043368845,0.0014043368883,0.0011678783118,0.12075359029,16.436453921,0.52875294566,0.012535439212,10.201516105,13.545020294,0.025639086872,0.14965897344,0.00132994311,0.029506778402,0.031675631201,0.032112104759,0.029680679126,0.0055017765106,0.002121293013,0.027925567627,0.0012919247345,0.0012919247345,0.0013008732349
390.0,0.0012216220092,0.0012215318963,0.0012215318963,0.0012215318964,0.86805217991,0.18292808697,0.074847276765,2.3419702968,1.4423284956,12.91577241,0.37970383457,0.15284520124,0.0019479873051,12.915852491,6.0830878854,0.16880247047,0.0013093134105,0.0013093134142,0.0010826014518,0.11215265508,16.105063348,0.49821845656,0.011446965705,9.9380269523,13.24055443,0.023516224651,0.13927338073,0.0012233047356,0.02909882316,0.031242209948,0.031673594709,0.029270670668,0.0050076022329,0.0019330616001,0.025628672336,0.0011941428453,0.0011941428453,0.0012024760642
395.0,0.0011250659215,0.0011249822887,0.0011249822887,0.0011249822888,0.82276591513,0.17070284525,0.069289588306,2.2438542314,1.3745461081,12.621787481,0.35684608957,0.14239231429,0.0017766037407,12.621866691,5.8919651205,0.15740298641,0.00122215878,0.0012221587834,0.0010048265588,0.10419001941,15.780423532,0.46951185868,0.010458338104,9.6814814732,12.943036712,0.021577983557,0.12963807553,0.001126436769,0.028713978223,0.030833300032,0.031259875707,0.028883885552,0.0045607892363,0.0017630871521,0.023530099986,0.0011050125137,0.0011050125137,0.0011127803424
400.0,0.0010372525672,0.0010371748772,0.0010371748772,0.0010371748773,0.77992479513,0.15932742071,0.064162687781,2.1499776668,1.3100550531,12.334599609,0.33541609129,0.13268346896,0.0016217113927,12.334677946,5.7070017835,0.14680445887,0.0011421290618,0.001142129065,0.00093380531669,0.096816503014,15.462395444,0.4425200262,0.0095599423198,9.4316930546,12.652306145,0.019807584967,0.12069682224,0.001038350048,0.028350781029,0.030447355133,0.030869384745,0.028518854453,0.0041565368325,0.0016094648551,0.021611964169,0.0010236777476,0.0010236777476,0.0010309255434
405.0,0.0009573059702,0.00095723373494,0.00095723373492,0.00095723373502,0.73939251813,0.14874056835,0.059431854318,2.0601520336,1.2486905603,12.054049161,0.31532156922,0.12366372747,0.0014816025975,12.054126623,5.5279944954,0.13694852799,0.0010685582949,0.0010685582979,0.00086887177862,0.089986848212,15.150842955,0.41713705499,0.0087431312423,9.1884801969,12.368205519,0.018189837286,0.11239774598,0.00095816404069,0.028007879864,0.030082945733,0.030480365165,0.028174219365,0.0037905556639,0.0014705014187,0.019858056762,0.00094937516823,0.00094937516822,0.00095614420477
410.0,0.00088444545588,0.00088437823189,0.00088437823188,0.00088437823197,0.70104061054,0.13888560691,0.055065267682,1.9741973823,1.1902963477,11.779980313,0.29647640792,0.11528234815,0.0013547579573,11.780056899,5.3547467511,0.12778123148,0.0010008495927,0.0010008495956,0.00080943253124,0.08365939683,14.845632771,0.39326378798,0.0080001235503,8.9516663717,12.090581327,0.016710980233,0.10469298359,0.00088509406328,0.027684024019,0.029738748788,0.027190311125,0.027848723739,0.0034590107614,0.0013446902674,0.018253684625,0.00088142320972,0.00088142320972,0.00088775107964
415.0,0.00081797453363,0.00081791191747,0.00081791191746,0.00081791191754,0.66474796451,0.12971006799,0.051033757771,1.8919419789,1.1347241729,11.512240957,0.27880022404,0.10749245468,0.0012398244126,11.512316666,5.1870686824,0.11925266269,0.00093846733937,0.00093846734206,0.00075495811811,0.07779579455,14.546634376,0.37080737263,0.0073239134994,8.7210798831,11.819283672,0.015358544932,0.097538363354,0.00081844009466,0.027378054955,0.029413538438,0.024363108331,0.027541203594,0.0031584712053,0.0012306897867,0.016785522731,0.00081921266302,0.00081921266302,0.0008251336375
420.0,0.00075727115713,0.00075721278148,0.00075721278147,0.00075721278154,0.63040040361,0.1211653731,0.047310576421,1.8132219199,1.0818334075,11.250682616,0.26221797328,0.10025073219,0.0011355959968,11.250757448,5.024776828,0.11131665609,0.00088093033363,0.00088093033617,0.00070497555103,0.072360720285,14.253719975,0.34968084818,0.0067081904609,8.4965537326,11.554166181,0.01412122815,0.090893111146,0.00075757697806,0.027088898336,0.029106177634,0.021923296488,0.027250579532,0.0028858655947,0.0011273042322,0.015441482029,0.00076219838605,0.00076219838604,0.00076774373667
